Num_Acc,date,time_of_day,max_severity,weather,collision_type,lighting,urban_area,department
202400006269,2024-04-25,Evening,4,1,2.0,1,2,35
202400006270,2024-11-27,Afternoon,3,7,6.0,1,1,07
202400006271,2024-08-10,Afternoon,4,1,2.0,1,1,91
202400006272,2024-04-26,Afternoon,4,2,3.0,1,2,34
202400006273,2024-08-09,Night,4,2,2.0,3,1,91
202400006274,2024-11-27,Afternoon,3,1,2.0,1,1,07
202400006275,2024-04-26,Afternoon,4,1,7.0,1,2,31
202400006276,2024-11-27,Evening,4,1,3.0,5,2,30
202400006277,2024-04-26,Afternoon,3,1,6.0,1,2,31
202400006278,2024-11-28,Evening,2,1,6.0,5,1,76
202400006279,2024-08-10,Evening,4,1,4.0,1,1,92
202400006280,2024-11-23,Afternoon,4,1,2.0,1,1,31
202400006281,2024-04-26,Afternoon,4,2,6.0,1,2,27
202400006282,2024-11-27,Afternoon,3,1,6.0,3,1,06
202400006283,2024-08-10,Afternoon,4,1,2.0,1,1,92
202400006284,2024-04-26,Afternoon,4,1,3.0,1,2,27
202400006285,2024-04-24,Night,2,1,6.0,4,1,26
202400006286,2024-08-10,Afternoon,4,1,6.0,1,1,78
202400006287,2024-11-28,Morning,4,1,2.0,1,1,13
202400006288,2024-04-23,Afternoon,3,1,1.0,1,2,25
202400006289,2024-11-25,Morning,4,2,3.0,5,2,78
202400006290,2024-08-10,Morning,4,1,4.0,1,1,95
202400006291,2024-11-27,Afternoon,3,1,6.0,1,2,66
202400006292,2024-04-26,Evening,4,1,2.0,1,2,22
202400006293,2024-04-25,Afternoon,3,1,3.0,1,2,18
202400006294,2024-11-27,Afternoon,3,1,6.0,1,1,34
202400006295,2024-08-10,Morning,4,1,6.0,1,1,93
202400006296,2024-11-28,Evening,3,1,7.0,5,1,83
202400006297,2024-04-26,Afternoon,4,1,7.0,1,2,14
202400006299,2024-04-03,Afternoon,3,1,2.0,1,2,13
202400006300,2024-11-28,Morning,4,1,3.0,1,2,13
202400006301,2024-04-26,Evening,3,1,2.0,1,2,13
202400006303,2024-04-26,Afternoon,4,8,3.0,1,2,13
202400006305,2024-11-27,Afternoon,3,2,3.0,2,2,50
202400006306,2024-04-26,Evening,4,1,2.0,1,1,09
202400006308,2024-11-20,Afternoon,3,1,6.0,1,2,59
202400006309,2024-04-26,Night,4,1,2.0,5,2,06
202400006310,2024-04-26,Night,2,1,6.0,5,2,06
202400006311,2024-11-27,Night,4,1,6.0,3,1,13
202400006313,2024-11-25,Night,4,1,6.0,5,1,33
202400006314,2024-04-26,Morning,4,1,3.0,1,2,06
202400006315,2024-11-25,Evening,4,1,6.0,3,1,33
202400006317,2024-04-26,Morning,4,2,3.0,1,2,06
202400006319,2024-04-24,Night,4,1,3.0,5,2,75
202400006320,2024-11-27,Morning,4,2,5.0,1,1,91
202400006321,2024-08-10,Night,4,1,3.0,5,2,69
202400006322,2024-04-24,Evening,4,1,4.0,5,2,75
202400006323,2024-04-26,Morning,4,1,6.0,1,2,75
202400006324,2024-11-27,Morning,4,2,4.0,1,1,92
202400006325,2024-08-09,Evening,4,1,3.0,1,2,69
202400006326,2024-04-26,Evening,4,1,1.0,1,2,75
202400006327,2024-08-09,Night,4,1,6.0,2,2,69
202400006328,2024-11-26,Morning,4,1,2.0,1,1,92
202400006329,2024-04-26,Morning,4,1,6.0,1,2,75
202400006330,2024-04-26,Evening,4,1,6.0,1,2,75
202400006331,2024-11-25,Evening,3,2,6.0,3,1,92
202400006333,2024-04-23,Afternoon,4,1,3.0,1,2,75
202400006334,2024-11-25,Afternoon,4,1,4.0,1,1,78
202400006336,2024-04-26,Morning,4,1,1.0,1,2,75
202400006337,2024-11-19,Night,4,2,6.0,3,1,78
202400006338,2024-11-18,Evening,4,2,2.0,3,1,92
202400006339,2024-04-26,Afternoon,4,1,6.0,1,2,75
202400006340,2024-11-26,Night,4,1,7.0,3,1,93
202400006342,2024-04-26,Morning,4,1,3.0,1,2,75
202400006343,2024-11-26,Evening,4,1,3.0,3,1,93
202400006345,2024-04-26,Evening,4,1,3.0,5,2,75
202400006346,2024-11-26,Afternoon,4,1,5.0,1,1,93
202400006348,2024-04-26,Night,4,1,1.0,5,2,75
202400006349,2024-11-26,Morning,4,1,1.0,1,1,93
202400006350,2024-04-26,Morning,4,1,7.0,1,2,75
202400006351,2024-08-06,Afternoon,3,7,6.0,1,2,91
202400006352,2024-04-25,Night,4,1,7.0,5,2,75
202400006353,2024-11-26,Morning,4,1,3.0,1,1,95
202400006354,2024-11-24,Night,4,1,6.0,3,1,75
202400006355,2024-04-26,Night,4,2,2.0,5,2,75
202400006356,2024-08-03,Afternoon,4,1,3.0,1,1,91
202400006357,2024-11-10,Night,2,1,7.0,5,2,77
202400006358,2024-04-26,Morning,4,1,6.0,1,2,75
202400006359,2024-08-05,Afternoon,4,1,6.0,1,2,91
202400006360,2024-08-28,Evening,4,1,3.0,1,1,76
202400006361,2024-04-26,Morning,4,7,6.0,1,2,94
202400006362,2024-08-31,Afternoon,2,1,6.0,1,2,73
202400006363,2024-08-10,Night,4,1,6.0,5,2,91
202400006364,2024-08-15,Night,2,1,6.0,3,1,73
202400006365,2024-04-26,Morning,4,1,3.0,1,2,94
202400006366,2024-07-14,Night,3,1,6.0,4,1,73
202400006367,2024-08-09,Morning,4,1,3.0,1,2,91
202400006368,2024-04-26,Evening,4,1,6.0,1,2,94
202400006369,2024-04-26,Night,4,1,6.0,5,2,94
202400006370,2024-06-29,Evening,4,1,1.0,1,1,73
202400006371,2024-08-08,Afternoon,3,1,3.0,1,2,89
202400006372,2024-04-24,Afternoon,3,1,6.0,1,2,94
202400006373,2024-09-28,Morning,3,2,2.0,1,1,74
202400006374,2024-08-06,Afternoon,4,1,6.0,1,2,87
202400006375,2024-04-26,Afternoon,4,1,3.0,1,2,94
202400006376,2024-05-29,Afternoon,3,2,1.0,1,2,93
202400006377,2024-08-09,Evening,4,1,1.0,5,2,84
202400006378,2024-04-26,Evening,4,1,3.0,1,2,93
202400006379,2024-05-29,Afternoon,4,2,3.0,1,2,93
202400006380,2024-08-06,Evening,4,1,7.0,1,2,84
202400006381,2024-04-26,Night,4,1,6.0,5,2,93
202400006382,2024-05-28,Night,4,1,6.0,5,2,93
202400006383,2024-04-26,Morning,4,1,6.0,1,2,93
202400006384,2024-08-08,Morning,4,1,2.0,1,2,84
202400006385,2024-04-24,Evening,4,1,3.0,3,2,93
202400006386,2024-05-27,Afternoon,3,1,6.0,1,2,93
202400006387,2024-08-09,Morning,4,1,6.0,1,2,83
202400006388,2024-04-25,Evening,4,1,3.0,1,2,93
202400006389,2024-05-25,Evening,4,1,3.0,1,2,93
202400006390,2024-08-09,Morning,4,1,6.0,1,2,83
202400006391,2024-04-25,Afternoon,4,1,3.0,1,2,92
202400006392,2024-08-07,Morning,3,1,1.0,1,2,83
202400006393,2024-05-24,Evening,4,1,6.0,1,2,93
202400006394,2024-04-26,Evening,4,2,3.0,3,2,92
202400006395,2024-05-24,Morning,4,1,2.0,1,2,93
202400006396,2024-08-09,Evening,4,1,3.0,1,2,80
202400006397,2024-04-25,Morning,4,1,3.0,1,2,92
202400006398,2024-05-23,Afternoon,4,1,3.0,1,2,93
202400006399,2024-04-25,Afternoon,4,1,1.0,1,2,92
202400006400,2024-04-26,Evening,4,1,6.0,1,2,92
202400006401,2024-05-21,Morning,4,1,3.0,1,2,93
202400006402,2024-08-06,Evening,4,1,3.0,1,2,78
202400006403,2024-04-22,Evening,4,1,3.0,1,2,92
202400006404,2024-05-17,Evening,3,8,6.0,1,2,93
202400006405,2024-08-09,Morning,4,1,6.0,5,2,78
202400006406,2024-04-26,Afternoon,4,1,2.0,1,2,92
202400006407,2024-07-30,Morning,2,1,7.0,1,1,13
202400006408,2024-04-26,Afternoon,4,1,3.0,1,2,92
202400006409,2024-04-27,Afternoon,3,1,7.0,1,1,54
202400006410,2024-08-08,Afternoon,4,1,2.0,1,1,72
202400006411,2024-07-27,Afternoon,4,1,4.0,1,1,13
202400006412,2024-04-27,Morning,3,2,7.0,1,2,57
202400006413,2024-07-25,Evening,4,1,7.0,2,1,13
202400006414,2024-04-27,Evening,3,2,6.0,1,2,95
202400006415,2024-08-09,Morning,4,1,3.0,1,2,71
202400006416,2024-07-25,Night,4,1,7.0,3,1,13
202400006417,2024-04-27,Night,4,1,6.0,3,1,71
202400006418,2024-04-26,Evening,3,1,6.0,1,2,65
202400006419,2024-08-06,Morning,4,1,3.0,1,2,71
202400006420,2024-07-25,Afternoon,4,1,2.0,1,1,13
202400006421,2024-04-27,Morning,4,1,3.0,1,1,62
202400006422,2024-04-26,Afternoon,3,1,7.0,1,1,59
202400006423,2024-07-19,Night,4,1,2.0,2,1,13
202400006424,2024-08-09,Morning,4,1,3.0,1,2,69
202400006425,2024-04-22,Morning,3,1,6.0,2,2,11
202400006426,2024-04-26,Afternoon,3,2,7.0,1,1,63
202400006427,2024-04-27,Night,4,1,7.0,3,1,63
202400006428,2024-08-09,Morning,4,1,6.0,1,2,69
202400006429,2024-04-27,Morning,3,6,6.0,1,1,12
202400006430,2024-04-27,Night,4,1,6.0,3,1,34
202400006431,2024-04-27,Morning,3,1,3.0,1,1,31
202400006432,2024-08-06,Afternoon,4,1,3.0,1,2,69
202400006433,2024-04-27,Afternoon,4,1,3.0,1,1,02
202400006434,2024-08-10,Night,4,1,2.0,5,2,67
202400006435,2024-04-27,Afternoon,3,2,1.0,1,1,14
202400006436,2024-04-27,Afternoon,4,6,7.0,1,2,07
202400006437,2024-08-07,Night,4,1,3.0,5,2,66
202400006438,2024-04-26,Evening,3,1,1.0,1,1,24
202400006439,2024-04-27,Night,4,1,1.0,3,2,85
202400006440,2024-04-25,Morning,3,1,6.0,2,2,27
202400006441,2024-08-07,Afternoon,4,1,6.0,1,2,66
202400006442,2024-04-27,Afternoon,4,3,6.0,1,1,28
202400006444,2024-08-06,Evening,4,1,3.0,1,2,66
202400006445,2024-04-27,Morning,4,3,2.0,1,1,72
202400006447,2024-08-04,Afternoon,4,1,6.0,1,2,66
202400006448,2024-04-26,Night,4,2,1.0,4,1,34
202400006449,2024-08-09,Evening,4,1,3.0,1,2,64
202400006450,2024-08-06,Morning,4,1,6.0,1,1,64
202400006451,2024-08-07,Afternoon,4,8,3.0,1,2,64
202400006452,2024-08-09,Evening,4,1,6.0,1,2,64
202400006453,2024-08-09,Evening,4,1,3.0,1,2,64
202400006454,2024-08-08,Night,3,1,7.0,3,2,64
202400006455,2024-08-08,Afternoon,4,1,2.0,1,2,64
202400006456,2024-08-08,Morning,4,1,3.0,1,2,64
202400006457,2024-08-05,Afternoon,3,7,6.0,1,2,62
202400006458,2024-08-09,Night,4,1,3.0,5,2,59
202400006459,2024-08-08,Evening,4,1,6.0,1,2,59
202400006460,2024-08-06,Afternoon,4,1,2.0,1,1,59
202400006461,2024-08-05,Afternoon,3,1,3.0,1,2,57
202400006462,2024-08-09,Night,4,1,7.0,5,2,56
202400006463,2024-08-09,Evening,4,1,3.0,4,2,54
202400006464,2024-08-09,Afternoon,4,1,6.0,1,2,54
202400006465,2024-08-08,Evening,4,1,2.0,1,2,51
202400006466,2024-08-08,Afternoon,3,1,6.0,1,2,50
202400006467,2024-08-09,Afternoon,4,1,3.0,1,2,49
202400006468,2024-08-07,Afternoon,4,1,7.0,1,2,48
202400006469,2024-08-09,Night,4,1,6.0,5,2,47
202400006470,2024-08-05,Afternoon,4,1,3.0,1,2,36
202400006471,2024-02-09,Morning,3,2,6.0,4,2,64
202400006472,2024-02-08,Afternoon,4,1,7.0,1,2,36
202400006473,2024-08-09,Night,3,1,6.0,3,1,35
202400006474,2024-02-09,Afternoon,4,2,6.0,1,1,07
202400006475,2024-02-08,Afternoon,4,8,1.0,1,2,40
202400006476,2024-02-08,Afternoon,3,2,1.0,1,1,24
202400006477,2024-08-05,Evening,4,1,2.0,1,2,34
202400006478,2024-01-28,Afternoon,3,1,7.0,1,1,24
202400006479,2024-02-06,Night,3,1,1.0,3,1,28
202400006480,2024-02-09,Afternoon,4,2,6.0,1,1,68
202400006481,2024-08-06,Night,4,1,3.0,5,2,34
202400006482,2024-02-08,Afternoon,4,2,2.0,2,1,91
202400006483,2024-02-08,Evening,4,1,6.0,5,1,06
202400006484,2024-02-08,Afternoon,4,3,6.0,2,1,51
202400006485,2024-02-09,Night,4,1,2.0,5,1,34
202400006486,2024-02-07,Afternoon,4,2,6.0,1,1,45
202400006487,2024-08-09,Night,4,1,3.0,5,2,34
202400006488,2024-02-02,Afternoon,3,1,6.0,1,1,38
202400006489,2024-02-08,Evening,3,2,6.0,5,1,60
202400006490,2024-08-08,Night,2,1,7.0,3,2,34
202400006491,2024-02-06,Morning,3,1,1.0,1,2,13
202400006492,2024-02-09,Morning,4,3,1.0,1,1,13
202400006493,2024-08-07,Night,4,1,6.0,5,2,33
202400006494,2024-02-09,Morning,4,2,3.0,1,1,13
202400006495,2024-08-09,Afternoon,4,1,3.0,1,2,33
202400006496,2024-02-09,Morning,4,1,6.0,5,2,71
202400006497,2024-02-09,Night,3,2,6.0,3,1,73
202400006498,2024-02-09,Night,4,2,1.0,3,1,38
202400006499,2024-02-08,Night,4,2,3.0,5,2,01
202400006500,2024-02-08,Afternoon,4,1,1.0,1,1,46
202400006501,2024-08-09,Evening,4,1,6.0,1,2,33
202400006502,2024-02-09,Afternoon,3,1,1.0,1,1,56
202400006503,2024-02-08,Afternoon,4,3,1.0,1,1,59
202400006504,2024-08-06,Afternoon,4,1,2.0,1,2,31
202400006505,2024-02-03,Evening,4,1,3.0,3,1,69
202400006506,2024-08-08,Afternoon,3,1,6.0,1,2,31
202400006507,2024-08-09,Afternoon,4,1,6.0,1,2,27
202400006508,2024-02-07,Morning,4,1,4.0,3,1,33
202400006509,2024-08-06,Afternoon,4,1,3.0,1,2,27
202400006510,2024-02-08,Afternoon,4,2,2.0,1,1,91
202400006511,2024-08-06,Afternoon,2,2,2.0,1,2,22
202400006512,2024-08-09,Afternoon,3,1,6.0,1,2,19
202400006513,2024-02-08,Morning,4,2,4.0,1,1,91
202400006514,2024-08-06,Afternoon,4,1,3.0,1,2,15
202400006515,2024-02-08,Morning,4,2,6.0,1,1,91
202400006516,2024-08-09,Evening,4,1,2.0,1,2,14
202400006517,2024-02-08,Morning,4,2,3.0,1,1,94
202400006518,2024-08-01,Afternoon,4,1,6.0,1,2,14
202400006519,2024-02-08,Morning,4,2,3.0,1,1,91
202400006520,2024-02-08,Night,4,2,7.0,3,1,91
202400006521,2024-08-07,Night,4,1,1.0,5,2,14
202400006522,2024-11-27,Morning,4,1,6.0,1,2,84
202400006524,2024-08-07,Night,3,1,7.0,3,1,13
202400006525,2024-03-04,Morning,4,1,1.0,1,2,44
202400006527,2024-08-09,Evening,4,1,1.0,5,2,13
202400006528,2024-11-11,Night,4,1,7.0,3,1,84
202400006529,2024-11-11,Afternoon,4,1,6.0,1,1,50
202400006530,2024-02-07,Afternoon,4,1,2.0,1,2,69
202400006531,2024-08-09,Afternoon,2,1,1.0,1,2,13
202400006532,2024-11-01,Evening,4,5,2.0,3,1,50
202400006533,2024-01-02,Afternoon,4,2,3.0,5,2,95
202400006534,2024-08-09,Evening,4,1,3.0,1,2,11
202400006535,2024-09-17,Morning,3,1,6.0,1,2,17
202400006536,2024-08-09,Afternoon,4,1,1.0,1,2,11
202400006537,2024-02-07,Morning,4,2,5.0,2,2,95
202400006538,2024-08-18,Afternoon,3,1,6.0,1,2,35
202400006539,2024-02-06,Afternoon,4,1,3.0,1,2,91
202400006540,2024-08-09,Afternoon,4,1,3.0,1,2,10
202400006541,2024-02-29,Morning,4,1,3.0,1,2,44
202400006542,2024-02-29,Afternoon,4,1,7.0,1,2,44
202400006543,2024-02-07,Morning,4,2,1.0,1,2,91
202400006544,2024-08-06,Afternoon,4,1,3.0,1,2,09
202400006545,2024-02-28,Afternoon,4,1,3.0,1,2,44
202400006546,2024-08-08,Morning,4,1,6.0,1,2,08
202400006547,2024-02-07,Morning,4,2,4.0,1,2,91
202400006548,2024-02-06,Morning,4,1,6.0,1,2,44
202400006549,2024-08-09,Evening,4,1,3.0,1,2,07
202400006550,2024-01-24,Afternoon,4,1,6.0,1,2,44
202400006551,2024-02-07,Morning,4,2,6.0,1,2,91
202400006552,2024-08-06,Morning,4,1,6.0,1,2,06
202400006553,2024-01-23,Evening,4,1,2.0,3,1,44
202400006554,2024-02-06,Afternoon,4,1,2.0,1,2,91
202400006555,2024-07-27,Night,3,1,6.0,5,2,02
202400006556,2024-01-23,Morning,4,1,2.0,2,2,44
202400006557,2024-08-09,Evening,4,1,2.0,1,2,75
202400006558,2024-01-23,Evening,4,1,3.0,2,2,44
202400006559,2024-02-06,Afternoon,3,1,3.0,1,2,89
202400006560,2024-08-09,Morning,4,1,2.0,1,2,75
202400006561,2024-01-19,Afternoon,4,1,3.0,5,2,44
202400006562,2024-02-06,Night,3,1,6.0,5,2,87
202400006563,2024-08-08,Night,4,1,7.0,5,2,75
202400006564,2024-08-09,Afternoon,4,1,6.0,1,2,75
202400006565,2024-01-18,Afternoon,4,1,3.0,1,2,44
202400006566,2024-01-18,Evening,4,1,6.0,3,2,44
202400006567,2024-02-07,Evening,4,2,6.0,5,2,78
202400006568,2024-08-09,Night,4,1,6.0,5,2,75
202400006569,2024-01-05,Afternoon,4,1,6.0,1,2,44
202400006570,2024-08-09,Morning,4,1,7.0,1,2,75
202400006571,2024-12-18,Afternoon,2,1,7.0,1,2,25
202400006572,2024-01-05,Night,4,1,6.0,5,2,44
202400006573,2024-02-06,Evening,3,1,7.0,5,1,77
202400006574,2024-01-05,Night,4,3,7.0,5,1,44
202400006575,2024-08-08,Night,4,1,3.0,5,2,75
202400006576,2024-01-01,Afternoon,4,1,7.0,1,1,44
202400006577,2024-02-06,Afternoon,4,1,6.0,1,1,77
202400006578,2024-08-09,Night,4,1,3.0,5,2,75
202400006580,2024-02-07,Evening,4,2,3.0,5,2,77
202400006581,2024-08-09,Afternoon,4,1,6.0,1,2,75
202400006582,2024-11-17,Morning,4,1,7.0,3,1,71
202400006583,2024-08-09,Morning,4,1,6.0,1,2,75
202400006584,2024-11-26,Morning,4,1,6.0,1,2,69
202400006585,2024-08-12,Afternoon,4,1,1.0,1,2,88
202400006586,2024-02-07,Evening,4,2,6.0,5,2,76
202400006587,2024-08-09,Evening,4,1,6.0,1,2,75
202400006588,2024-02-06,Afternoon,4,1,3.0,1,2,71
202400006589,2024-08-09,Morning,4,1,3.0,1,2,75
202400006590,2024-11-30,Evening,4,2,1.0,3,1,88
202400006591,2024-02-07,Morning,4,1,1.0,2,2,69
202400006592,2024-11-25,Afternoon,4,1,1.0,1,2,88
202400006593,2024-08-09,Evening,4,2,3.0,1,2,75
202400006594,2024-11-22,Afternoon,4,1,7.0,1,1,88
202400006595,2024-02-07,Afternoon,4,1,2.0,1,2,69
202400006596,2024-08-08,Afternoon,4,1,3.0,1,2,94
202400006597,2024-11-19,Night,2,2,1.0,3,1,88
202400006598,2024-02-06,Afternoon,4,1,3.0,2,2,67
202400006599,2024-11-13,Afternoon,4,8,3.0,1,1,88
202400006600,2024-08-09,Morning,4,1,6.0,1,2,94
202400006601,2024-02-06,Afternoon,3,1,6.0,2,2,67
202400006602,2024-10-24,Afternoon,3,1,3.0,1,2,31
202400006603,2024-02-07,Morning,4,1,6.0,1,2,66
202400006604,2024-10-11,Afternoon,3,1,6.0,1,2,95
202400006605,2024-08-09,Morning,4,1,3.0,1,2,94
202400006606,2024-02-07,Morning,3,1,3.0,1,2,66
202400006607,2024-10-26,Night,2,1,6.0,4,2,47
202400006608,2024-08-09,Afternoon,4,1,6.0,1,2,94
202400006609,2024-12-05,Morning,4,1,7.0,5,2,44
202400006610,2024-02-07,Morning,4,1,6.0,1,2,66
202400006611,2024-08-09,Morning,4,1,3.0,1,2,93
202400006612,2024-12-16,Night,4,1,3.0,5,2,74
202400006613,2024-02-07,Night,4,1,2.0,3,1,66
202400006614,2024-12-15,Evening,4,1,6.0,5,2,74
202400006615,2024-02-07,Night,4,1,7.0,5,2,54
202400006616,2024-08-09,Evening,4,1,3.0,1,2,93
202400006617,2024-02-07,Night,4,1,7.0,5,2,54
202400006618,2024-11-13,Afternoon,4,1,6.0,1,2,14
202400006619,2024-08-09,Morning,4,1,3.0,1,2,93
202400006621,2024-08-08,Evening,4,1,6.0,1,2,92
202400006622,2024-02-06,Afternoon,4,8,2.0,1,2,54
202400006623,2024-11-16,Afternoon,2,1,3.0,1,1,2B
202400006624,2024-08-09,Morning,4,1,3.0,1,2,92
202400006625,2024-02-07,Night,4,2,6.0,5,2,51
202400006626,2024-04-06,Afternoon,3,1,6.0,1,2,03
202400006627,2024-12-26,Morning,3,1,3.0,1,1,83
202400006628,2024-02-06,Afternoon,4,1,3.0,1,2,49
202400006629,2024-08-08,Night,4,1,3.0,5,2,92
202400006630,2024-11-19,Evening,4,3,6.0,5,2,23
202400006631,2024-02-06,Morning,4,1,2.0,1,1,49
202400006632,2024-08-08,Morning,4,1,3.0,1,2,92
202400006633,2024-12-19,Afternoon,3,8,6.0,1,2,19
202400006634,2024-10-31,Morning,2,1,1.0,1,1,13
202400006635,2024-02-07,Night,4,2,3.0,5,2,45
202400006636,2024-08-09,Afternoon,4,1,3.0,1,2,92
202400006637,2024-02-07,Evening,4,2,2.0,5,2,44
202400006638,2024-08-09,Afternoon,4,7,3.0,1,2,92
202400006639,2024-10-03,Afternoon,4,1,4.0,1,1,13
202400006640,2024-08-09,Afternoon,4,1,7.0,1,2,92
202400006641,2024-11-17,Afternoon,4,1,6.0,1,1,14
202400006642,2024-02-07,Morning,4,2,3.0,1,2,37
202400006643,2024-08-09,Morning,3,1,1.0,1,1,39
202400006644,2024-12-29,Evening,4,1,2.0,2,1,30
202400006645,2024-06-29,Afternoon,4,1,6.0,1,2,63
202400006646,2024-02-07,Evening,4,1,3.0,5,2,35
202400006647,2024-08-08,Afternoon,2,1,3.0,1,1,83
202400006648,2024-09-08,Evening,4,2,1.0,3,1,13
202400006649,2024-08-05,Morning,2,1,6.0,1,2,06
202400006650,2024-02-07,Morning,4,2,6.0,5,2,35
202400006651,2024-08-30,Evening,2,1,6.0,1,1,13
202400006652,2024-08-07,Morning,4,1,1.0,1,1,13
202400006653,2024-02-02,Morning,3,1,7.0,1,2,34
202400006654,2024-08-10,Evening,3,1,3.0,1,1,76
202400006655,2024-07-29,Night,4,1,2.0,3,1,13
202400006657,2024-02-07,Evening,4,2,3.0,5,2,33
202400006658,2024-12-24,Morning,4,1,6.0,1,2,01
202400006659,2024-02-07,Evening,4,2,6.0,5,2,33
202400006661,2024-05-31,Night,4,1,2.0,3,1,83
202400006662,2024-08-09,Evening,4,1,7.0,5,2,28
202400006663,2024-02-07,Evening,4,2,3.0,3,2,33
202400006665,2024-02-07,Morning,4,1,3.0,1,2,31
202400006666,2024-08-09,Afternoon,3,1,3.0,1,2,62
202400006667,2024-10-13,Night,3,8,6.0,3,2,38
202400006668,2024-02-07,Evening,4,1,3.0,2,2,30
202400006669,2024-08-09,Evening,2,1,3.0,1,2,57
202400006671,2024-08-07,Afternoon,2,1,7.0,1,1,19
202400006672,2024-02-07,Afternoon,4,2,3.0,3,2,27
202400006673,2024-02-07,Evening,4,2,6.0,3,1,27
202400006674,2024-11-12,Evening,4,1,3.0,5,2,91
202400006675,2024-02-06,Afternoon,4,1,6.0,2,2,27
202400006676,2024-10-09,Morning,4,1,6.0,1,2,73
202400006677,2024-08-10,Afternoon,3,1,6.0,1,1,65
202400006678,2024-12-27,Morning,4,1,7.0,2,2,78
202400006679,2024-02-05,Evening,4,1,3.0,5,2,27
202400006680,2024-08-09,Evening,3,1,6.0,2,2,11
202400006681,2024-02-07,Morning,4,1,1.0,1,2,13
202400006682,2024-11-17,Night,4,8,5.0,3,1,42
202400006683,2024-08-10,Afternoon,3,7,3.0,1,1,89
202400006684,2024-02-07,Morning,4,1,2.0,5,2,13
202400006685,2024-10-29,Evening,3,1,6.0,5,2,24
202400006686,2024-08-10,Morning,3,1,6.0,1,1,61
202400006687,2024-02-09,Evening,4,2,2.0,5,2,92
202400006688,2024-08-10,Night,4,1,1.0,3,2,34
202400006689,2024-02-06,Afternoon,4,1,4.0,1,2,10
202400006690,2024-10-29,Evening,3,1,7.0,5,1,73
202400006691,2024-02-06,Afternoon,3,1,6.0,1,2,10
202400006692,2024-08-10,Afternoon,2,1,3.0,1,1,39
202400006693,2024-02-06,Afternoon,4,1,6.0,1,2,10
202400006694,2024-02-06,Morning,4,1,7.0,1,2,10
202400006695,2024-12-12,Morning,4,1,4.0,1,1,13
202400006696,2024-08-09,Evening,3,1,3.0,1,2,25
202400006697,2024-08-08,Night,3,1,7.0,3,2,08
202400006698,2024-08-09,Afternoon,3,1,3.0,1,2,44
202400006699,2024-11-28,Afternoon,2,1,6.0,5,1,29
202400006700,2024-02-06,Morning,4,1,3.0,1,2,06
202400006701,2024-07-31,Morning,3,1,1.0,1,1,01
202400006703,2024-02-07,Evening,4,1,3.0,5,2,06
202400006704,2024-08-03,Evening,3,1,6.0,1,1,26
202400006705,2024-02-07,Afternoon,3,1,6.0,1,2,06
202400006706,2024-11-18,Afternoon,4,2,2.0,1,2,75
202400006707,2024-08-09,Evening,3,1,7.0,1,1,54
202400006708,2024-08-09,Afternoon,3,1,7.0,1,1,14
202400006710,2024-02-07,Evening,4,2,2.0,5,2,75
202400006711,2024-12-09,Morning,3,2,3.0,2,2,59
202400006712,2024-08-10,Afternoon,3,1,5.0,1,1,18
202400006713,2024-02-07,Afternoon,4,1,6.0,1,2,75
202400006714,2024-10-31,Afternoon,4,1,1.0,1,2,14
202400006715,2024-08-10,Afternoon,4,1,3.0,1,1,10
202400006716,2024-02-07,Morning,4,2,3.0,1,2,75
202400006717,2024-11-16,Evening,3,1,6.0,3,1,28
202400006718,2024-08-10,Afternoon,3,1,7.0,1,1,07
202400006719,2024-02-07,Morning,4,1,6.0,1,2,75
202400006720,2024-10-26,Afternoon,3,3,1.0,1,1,33
202400006721,2024-08-08,Evening,3,1,6.0,3,1,07
202400006722,2024-12-03,Morning,4,1,2.0,1,2,19
202400006723,2024-02-07,Afternoon,3,2,3.0,1,2,75
202400006724,2024-08-08,Night,4,1,6.0,3,1,07
202400006725,2024-02-06,Afternoon,4,1,3.0,1,2,75
202400006726,2024-09-08,Evening,4,2,2.0,1,2,62
202400006727,2024-08-09,Night,4,1,2.0,5,2,85
202400006728,2024-02-07,Night,4,1,3.0,5,2,75
202400006729,2024-10-06,Morning,3,2,7.0,2,1,73
202400006730,2024-08-08,Morning,4,1,3.0,1,1,17
202400006731,2024-02-06,Afternoon,4,1,7.0,1,2,75
202400006732,2024-08-10,Afternoon,4,1,1.0,1,1,30
202400006733,2024-02-07,Afternoon,4,2,7.0,1,2,75
202400006734,2024-12-01,Afternoon,3,1,7.0,2,1,33
202400006735,2024-02-07,Morning,4,2,6.0,5,2,75
202400006736,2024-08-10,Morning,2,1,3.0,1,1,52
202400006737,2024-09-26,Morning,4,9,4.0,1,2,75
202400006738,2024-02-06,Evening,3,1,3.0,5,2,75
202400006739,2024-08-10,Morning,4,1,3.0,1,1,06
202400006740,2024-06-24,Afternoon,3,7,3.0,1,2,91
202400006741,2024-02-07,Afternoon,4,2,3.0,1,2,75
202400006742,2024-08-10,Night,4,1,6.0,3,1,06
202400006743,2024-11-28,Morning,3,1,3.0,1,1,57
202400006744,2024-02-07,Afternoon,4,2,7.0,1,2,75
202400006746,2024-08-09,Afternoon,4,1,2.0,1,1,73
202400006747,2024-02-07,Afternoon,4,2,1.0,1,2,75
202400006748,2024-12-25,Evening,4,1,2.0,5,2,34
202400006749,2024-12-31,Evening,4,1,6.0,3,1,44
